"Step","test-model_141931 - Loss","test-model_141931 - Loss__MIN","test-model_141931 - Loss__MAX"
"329","0.17433929443359375","0.17433929443359375","0.17433929443359375"
"331","0.16073226928710938","0.16073226928710938","0.16073226928710938"
"333","0.14743804931640625","0.14743804931640625","0.14743804931640625"
"335","0.14946365356445312","0.14946365356445312","0.14946365356445312"
"337","0.1177215576171875","0.1177215576171875","0.1177215576171875"
"339","0.16562652587890625","0.16562652587890625","0.16562652587890625"
"341","0.13753509521484375","0.13753509521484375","0.13753509521484375"
"343","0.183746337890625","0.183746337890625","0.183746337890625"
"345","0.12864303588867188","0.12864303588867188","0.12864303588867188"
"347","0.20835113525390625","0.20835113525390625","0.20835113525390625"
"349","0.11823272705078125","0.11823272705078125","0.11823272705078125"
"351","0.15970993041992188","0.15970993041992188","0.15970993041992188"
"353","0.15547943115234375","0.15547943115234375","0.15547943115234375"
"355","0.1676788330078125","0.1676788330078125","0.1676788330078125"
"357","0.15081024169921875","0.15081024169921875","0.15081024169921875"
"359","0.15125274658203125","0.15125274658203125","0.15125274658203125"
"361","0.19144439697265625","0.19144439697265625","0.19144439697265625"
"363","0.1653289794921875","0.1653289794921875","0.1653289794921875"
"365","0.19384765625","0.19384765625","0.19384765625"
"367","0.194305419921875","0.194305419921875","0.194305419921875"
"369","0.10701751708984375","0.10701751708984375","0.10701751708984375"
"371","0.22367095947265625","0.22367095947265625","0.22367095947265625"
"373","0.14553070068359375","0.14553070068359375","0.14553070068359375"
"375","0.147430419921875","0.147430419921875","0.147430419921875"
"377","0.14019012451171875","0.14019012451171875","0.14019012451171875"
"379","0.10947418212890625","0.10947418212890625","0.10947418212890625"
"381","0.17508697509765625","0.17508697509765625","0.17508697509765625"
"383","0.13549041748046875","0.13549041748046875","0.13549041748046875"
"385","0.09995269775390625","0.09995269775390625","0.09995269775390625"
"387","0.12423515319824219","0.12423515319824219","0.12423515319824219"
"389","0.14138031005859375","0.14138031005859375","0.14138031005859375"
"391","0.12691116333007812","0.12691116333007812","0.12691116333007812"
"393","0.14893722534179688","0.14893722534179688","0.14893722534179688"
"395","0.13010787963867188","0.13010787963867188","0.13010787963867188"
"397","0.12971878051757812","0.12971878051757812","0.12971878051757812"
"399","0.1792144775390625","0.1792144775390625","0.1792144775390625"
"401","0.12067031860351562","0.12067031860351562","0.12067031860351562"
"403","0.163726806640625","0.163726806640625","0.163726806640625"
"405","0.128875732421875","0.128875732421875","0.128875732421875"
"407","0.15869140625","0.15869140625","0.15869140625"
"409","0.17656707763671875","0.17656707763671875","0.17656707763671875"
"411","0.16124725341796875","0.16124725341796875","0.16124725341796875"
"413","0.12135696411132812","0.12135696411132812","0.12135696411132812"
"415","0.12486648559570312","0.12486648559570312","0.12486648559570312"
"417","0.1358184814453125","0.1358184814453125","0.1358184814453125"
"419","0.1539459228515625","0.1539459228515625","0.1539459228515625"
"421","0.13203048706054688","0.13203048706054688","0.13203048706054688"
"423","0.16327285766601562","0.16327285766601562","0.16327285766601562"
"425","0.1320343017578125","0.1320343017578125","0.1320343017578125"
"427","0.15450286865234375","0.15450286865234375","0.15450286865234375"
"429","0.12310028076171875","0.12310028076171875","0.12310028076171875"
"431","0.13309478759765625","0.13309478759765625","0.13309478759765625"
"433","0.16246795654296875","0.16246795654296875","0.16246795654296875"
"435","0.1226043701171875","0.1226043701171875","0.1226043701171875"
"437","0.15988922119140625","0.15988922119140625","0.15988922119140625"
"439","0.1684112548828125","0.1684112548828125","0.1684112548828125"
"441","0.16477203369140625","0.16477203369140625","0.16477203369140625"
"443","0.124053955078125","0.124053955078125","0.124053955078125"
"445","0.13289642333984375","0.13289642333984375","0.13289642333984375"
"447","0.12298583984375","0.12298583984375","0.12298583984375"
"449","0.14286041259765625","0.14286041259765625","0.14286041259765625"
"451","0.17546844482421875","0.17546844482421875","0.17546844482421875"
"453","0.1377410888671875","0.1377410888671875","0.1377410888671875"
"455","0.1645984649658203","0.1645984649658203","0.1645984649658203"
"457","0.15631103515625","0.15631103515625","0.15631103515625"
"459","0.1568450927734375","0.1568450927734375","0.1568450927734375"
"461","0.1309356689453125","0.1309356689453125","0.1309356689453125"
"463","0.174163818359375","0.174163818359375","0.174163818359375"
"465","0.10997772216796875","0.10997772216796875","0.10997772216796875"
"467","0.09278488159179688","0.09278488159179688","0.09278488159179688"
"469","0.15682220458984375","0.15682220458984375","0.15682220458984375"
"471","0.13166427612304688","0.13166427612304688","0.13166427612304688"
"473","0.16768646240234375","0.16768646240234375","0.16768646240234375"
"475","0.1173553466796875","0.1173553466796875","0.1173553466796875"
"477","0.137847900390625","0.137847900390625","0.137847900390625"
"479","0.09485244750976562","0.09485244750976562","0.09485244750976562"
"481","0.17139053344726562","0.17139053344726562","0.17139053344726562"
"483","0.17102432250976562","0.17102432250976562","0.17102432250976562"
"485","0.17314529418945312","0.17314529418945312","0.17314529418945312"
"487","0.12688446044921875","0.12688446044921875","0.12688446044921875"
"489","0.18241119384765625","0.18241119384765625","0.18241119384765625"
"491","0.18355941772460938","0.18355941772460938","0.18355941772460938"
"493","0.17761993408203125","0.17761993408203125","0.17761993408203125"
"495","0.1344451904296875","0.1344451904296875","0.1344451904296875"
"497","0.134307861328125","0.134307861328125","0.134307861328125"
"499","0.15961837768554688","0.15961837768554688","0.15961837768554688"
"501","0.1451568603515625","0.1451568603515625","0.1451568603515625"
"503","0.1212158203125","0.1212158203125","0.1212158203125"
"505","0.11728668212890625","0.11728668212890625","0.11728668212890625"
"507","0.18502044677734375","0.18502044677734375","0.18502044677734375"
"509","0.17438888549804688","0.17438888549804688","0.17438888549804688"
"511","0.1345367431640625","0.1345367431640625","0.1345367431640625"
"513","0.16826629638671875","0.16826629638671875","0.16826629638671875"
"515","0.17357635498046875","0.17357635498046875","0.17357635498046875"
"517","0.185333251953125","0.185333251953125","0.185333251953125"
"519","0.1926422119140625","0.1926422119140625","0.1926422119140625"
"521","0.17195892333984375","0.17195892333984375","0.17195892333984375"
"523","0.13556289672851562","0.13556289672851562","0.13556289672851562"
"525","0.16374969482421875","0.16374969482421875","0.16374969482421875"
"527","0.1387786865234375","0.1387786865234375","0.1387786865234375"
"529","0.11315155029296875","0.11315155029296875","0.11315155029296875"
"531","0.142547607421875","0.142547607421875","0.142547607421875"
"533","0.16492462158203125","0.16492462158203125","0.16492462158203125"
"535","0.11458206176757812","0.11458206176757812","0.11458206176757812"
"537","0.13006210327148438","0.13006210327148438","0.13006210327148438"
"539","0.17850112915039062","0.17850112915039062","0.17850112915039062"
"541","0.12329864501953125","0.12329864501953125","0.12329864501953125"
"543","0.10906028747558594","0.10906028747558594","0.10906028747558594"
"545","0.1785736083984375","0.1785736083984375","0.1785736083984375"
"547","0.1474761962890625","0.1474761962890625","0.1474761962890625"
"549","0.1367645263671875","0.1367645263671875","0.1367645263671875"
"551","0.12026405334472656","0.12026405334472656","0.12026405334472656"
"553","0.145904541015625","0.145904541015625","0.145904541015625"
"555","0.199676513671875","0.199676513671875","0.199676513671875"
"557","0.16439056396484375","0.16439056396484375","0.16439056396484375"
"559","0.14525604248046875","0.14525604248046875","0.14525604248046875"
"561","0.1868133544921875","0.1868133544921875","0.1868133544921875"
"563","0.13024139404296875","0.13024139404296875","0.13024139404296875"
"565","0.12114715576171875","0.12114715576171875","0.12114715576171875"
"567","0.11110687255859375","0.11110687255859375","0.11110687255859375"
"569","0.1468048095703125","0.1468048095703125","0.1468048095703125"
"571","0.15807723999023438","0.15807723999023438","0.15807723999023438"
"573","0.13929367065429688","0.13929367065429688","0.13929367065429688"
"575","0.15192413330078125","0.15192413330078125","0.15192413330078125"
"577","0.14101409912109375","0.14101409912109375","0.14101409912109375"
"579","0.12082672119140625","0.12082672119140625","0.12082672119140625"
"581","0.16274642944335938","0.16274642944335938","0.16274642944335938"
"583","0.11116409301757812","0.11116409301757812","0.11116409301757812"
"585","0.17781829833984375","0.17781829833984375","0.17781829833984375"
"587","0.15700531005859375","0.15700531005859375","0.15700531005859375"
"589","0.18767547607421875","0.18767547607421875","0.18767547607421875"
"591","0.13846588134765625","0.13846588134765625","0.13846588134765625"
"593","0.16796875","0.16796875","0.16796875"
"595","0.16333389282226562","0.16333389282226562","0.16333389282226562"
"597","0.15976715087890625","0.15976715087890625","0.15976715087890625"
"599","0.120758056640625","0.120758056640625","0.120758056640625"
"601","0.13662338256835938","0.13662338256835938","0.13662338256835938"
"603","0.13018798828125","0.13018798828125","0.13018798828125"
"605","0.15052413940429688","0.15052413940429688","0.15052413940429688"
"607","0.15615081787109375","0.15615081787109375","0.15615081787109375"
"609","0.1562042236328125","0.1562042236328125","0.1562042236328125"
"611","0.16514205932617188","0.16514205932617188","0.16514205932617188"
"613","0.12743377685546875","0.12743377685546875","0.12743377685546875"
"615","0.149688720703125","0.149688720703125","0.149688720703125"
"617","0.1816864013671875","0.1816864013671875","0.1816864013671875"
"619","0.1759490966796875","0.1759490966796875","0.1759490966796875"
"621","0.15210723876953125","0.15210723876953125","0.15210723876953125"
"623","0.18292236328125","0.18292236328125","0.18292236328125"
"625","0.16742706298828125","0.16742706298828125","0.16742706298828125"
"627","0.15521240234375","0.15521240234375","0.15521240234375"
"629","0.13198089599609375","0.13198089599609375","0.13198089599609375"
"631","0.1231536865234375","0.1231536865234375","0.1231536865234375"
"633","0.15273284912109375","0.15273284912109375","0.15273284912109375"
"635","0.1527252197265625","0.1527252197265625","0.1527252197265625"
"637","0.17206573486328125","0.17206573486328125","0.17206573486328125"
"639","0.160186767578125","0.160186767578125","0.160186767578125"
"641","0.15606689453125","0.15606689453125","0.15606689453125"
"643","0.11843109130859375","0.11843109130859375","0.11843109130859375"
"645","0.1336517333984375","0.1336517333984375","0.1336517333984375"
"647","0.1571044921875","0.1571044921875","0.1571044921875"
"649","0.11572265625","0.11572265625","0.11572265625"
"651","0.14878082275390625","0.14878082275390625","0.14878082275390625"
"653","0.17138671875","0.17138671875","0.17138671875"
"655","0.14336776733398438","0.14336776733398438","0.14336776733398438"
"657","0.13303375244140625","0.13303375244140625","0.13303375244140625"
"659","0.14794540405273438","0.14794540405273438","0.14794540405273438"
"661","0.1842193603515625","0.1842193603515625","0.1842193603515625"
"663","0.14849853515625","0.14849853515625","0.14849853515625"
"665","0.12859725952148438","0.12859725952148438","0.12859725952148438"
"667","0.16730499267578125","0.16730499267578125","0.16730499267578125"
"669","0.13935089111328125","0.13935089111328125","0.13935089111328125"
"671","0.11994171142578125","0.11994171142578125","0.11994171142578125"
"673","0.132659912109375","0.132659912109375","0.132659912109375"
"675","0.17288589477539062","0.17288589477539062","0.17288589477539062"
"677","0.11132049560546875","0.11132049560546875","0.11132049560546875"
"679","0.1273345947265625","0.1273345947265625","0.1273345947265625"
"681","0.12554168701171875","0.12554168701171875","0.12554168701171875"
"683","0.10996246337890625","0.10996246337890625","0.10996246337890625"
"685","0.08515167236328125","0.08515167236328125","0.08515167236328125"
"687","0.1179962158203125","0.1179962158203125","0.1179962158203125"
"689","0.1517181396484375","0.1517181396484375","0.1517181396484375"
"691","0.17232513427734375","0.17232513427734375","0.17232513427734375"
"696","0.16939163208007812","0.16939163208007812","0.16939163208007812"
"698","0.1766510009765625","0.1766510009765625","0.1766510009765625"
"700","0.15364837646484375","0.15364837646484375","0.15364837646484375"
"702","0.12319564819335938","0.12319564819335938","0.12319564819335938"
"704","0.16368865966796875","0.16368865966796875","0.16368865966796875"
"706","0.13469314575195312","0.13469314575195312","0.13469314575195312"
"708","0.1421051025390625","0.1421051025390625","0.1421051025390625"
"710","0.13440704345703125","0.13440704345703125","0.13440704345703125"
"712","0.106689453125","0.106689453125","0.106689453125"
"714","0.12111663818359375","0.12111663818359375","0.12111663818359375"
"716","0.165496826171875","0.165496826171875","0.165496826171875"
"718","0.14253997802734375","0.14253997802734375","0.14253997802734375"
"720","0.13199615478515625","0.13199615478515625","0.13199615478515625"
"722","0.12764739990234375","0.12764739990234375","0.12764739990234375"
"724","0.13031005859375","0.13031005859375","0.13031005859375"
"726","0.09451675415039062","0.09451675415039062","0.09451675415039062"
"728","0.17205047607421875","0.17205047607421875","0.17205047607421875"
"730","0.13010406494140625","0.13010406494140625","0.13010406494140625"
"732","0.12596893310546875","0.12596893310546875","0.12596893310546875"
"734","0.1971435546875","0.1971435546875","0.1971435546875"
"736","0.14763641357421875","0.14763641357421875","0.14763641357421875"
"738","0.1408538818359375","0.1408538818359375","0.1408538818359375"
"740","0.15320587158203125","0.15320587158203125","0.15320587158203125"
"742","0.13214111328125","0.13214111328125","0.13214111328125"
"744","0.1624603271484375","0.1624603271484375","0.1624603271484375"
"746","0.14632415771484375","0.14632415771484375","0.14632415771484375"
"748","0.11210250854492188","0.11210250854492188","0.11210250854492188"
"750","0.11561203002929688","0.11561203002929688","0.11561203002929688"
"752","0.1539459228515625","0.1539459228515625","0.1539459228515625"
"754","0.11927032470703125","0.11927032470703125","0.11927032470703125"
"756","0.16036605834960938","0.16036605834960938","0.16036605834960938"
"758","0.17685699462890625","0.17685699462890625","0.17685699462890625"
"760","0.11315155029296875","0.11315155029296875","0.11315155029296875"
"762","0.11798477172851562","0.11798477172851562","0.11798477172851562"
"764","0.12538528442382812","0.12538528442382812","0.12538528442382812"
"766","0.1111297607421875","0.1111297607421875","0.1111297607421875"
"768","0.1692047119140625","0.1692047119140625","0.1692047119140625"
"770","0.1303253173828125","0.1303253173828125","0.1303253173828125"
"772","0.10875320434570312","0.10875320434570312","0.10875320434570312"
"774","0.134246826171875","0.134246826171875","0.134246826171875"
"776","0.20404434204101562","0.20404434204101562","0.20404434204101562"
"778","0.11256790161132812","0.11256790161132812","0.11256790161132812"
"780","0.14054107666015625","0.14054107666015625","0.14054107666015625"
"782","0.184417724609375","0.184417724609375","0.184417724609375"
"784","0.17455291748046875","0.17455291748046875","0.17455291748046875"
"786","0.13496780395507812","0.13496780395507812","0.13496780395507812"
"788","0.14778518676757812","0.14778518676757812","0.14778518676757812"
"790","0.145904541015625","0.145904541015625","0.145904541015625"
"792","0.14862823486328125","0.14862823486328125","0.14862823486328125"
"794","0.1454620361328125","0.1454620361328125","0.1454620361328125"
"796","0.158172607421875","0.158172607421875","0.158172607421875"
"798","0.164459228515625","0.164459228515625","0.164459228515625"
"800","0.14514923095703125","0.14514923095703125","0.14514923095703125"
"802","0.1148834228515625","0.1148834228515625","0.1148834228515625"
"804","0.13294601440429688","0.13294601440429688","0.13294601440429688"
"806","0.14280319213867188","0.14280319213867188","0.14280319213867188"
"808","0.1047210693359375","0.1047210693359375","0.1047210693359375"
"810","0.153900146484375","0.153900146484375","0.153900146484375"
"812","0.157379150390625","0.157379150390625","0.157379150390625"
"814","0.19799041748046875","0.19799041748046875","0.19799041748046875"
"816","0.117218017578125","0.117218017578125","0.117218017578125"
"818","0.12099838256835938","0.12099838256835938","0.12099838256835938"
"820","0.11022377014160156","0.11022377014160156","0.11022377014160156"
"822","0.13619613647460938","0.13619613647460938","0.13619613647460938"
"824","0.1416778564453125","0.1416778564453125","0.1416778564453125"
"826","0.1183013916015625","0.1183013916015625","0.1183013916015625"
"828","0.18433380126953125","0.18433380126953125","0.18433380126953125"
"830","0.13360595703125","0.13360595703125","0.13360595703125"
"832","0.12205314636230469","0.12205314636230469","0.12205314636230469"
"834","0.1763153076171875","0.1763153076171875","0.1763153076171875"
"836","0.12479400634765625","0.12479400634765625","0.12479400634765625"
"838","0.13857269287109375","0.13857269287109375","0.13857269287109375"
"840","0.12865447998046875","0.12865447998046875","0.12865447998046875"
"842","0.1427459716796875","0.1427459716796875","0.1427459716796875"
"844","0.13248443603515625","0.13248443603515625","0.13248443603515625"
"846","0.14212417602539062","0.14212417602539062","0.14212417602539062"
"848","0.1927642822265625","0.1927642822265625","0.1927642822265625"
"850","0.13727188110351562","0.13727188110351562","0.13727188110351562"
"852","0.1582183837890625","0.1582183837890625","0.1582183837890625"
"854","0.15436935424804688","0.15436935424804688","0.15436935424804688"
"856","0.12603759765625","0.12603759765625","0.12603759765625"
"858","0.10404205322265625","0.10404205322265625","0.10404205322265625"
"860","0.14817047119140625","0.14817047119140625","0.14817047119140625"
"862","0.11359405517578125","0.11359405517578125","0.11359405517578125"
"864","0.2023773193359375","0.2023773193359375","0.2023773193359375"
"866","0.14113616943359375","0.14113616943359375","0.14113616943359375"
"868","0.1353759765625","0.1353759765625","0.1353759765625"
"870","0.12087249755859375","0.12087249755859375","0.12087249755859375"
"872","0.1566619873046875","0.1566619873046875","0.1566619873046875"
"874","0.15177154541015625","0.15177154541015625","0.15177154541015625"
"876","0.14626693725585938","0.14626693725585938","0.14626693725585938"
"878","0.12628936767578125","0.12628936767578125","0.12628936767578125"
"880","0.142547607421875","0.142547607421875","0.142547607421875"
"882","0.11360549926757812","0.11360549926757812","0.11360549926757812"
"884","0.1744384765625","0.1744384765625","0.1744384765625"
"886","0.1362152099609375","0.1362152099609375","0.1362152099609375"
"888","0.14294815063476562","0.14294815063476562","0.14294815063476562"
"890","0.1712188720703125","0.1712188720703125","0.1712188720703125"
"892","0.14493560791015625","0.14493560791015625","0.14493560791015625"
"894","0.12911224365234375","0.12911224365234375","0.12911224365234375"
"896","0.11093521118164062","0.11093521118164062","0.11093521118164062"
"898","0.13491058349609375","0.13491058349609375","0.13491058349609375"
"900","0.162567138671875","0.162567138671875","0.162567138671875"
"902","0.10734367370605469","0.10734367370605469","0.10734367370605469"
"904","0.1196441650390625","0.1196441650390625","0.1196441650390625"
"906","0.15781402587890625","0.15781402587890625","0.15781402587890625"
"908","0.11493682861328125","0.11493682861328125","0.11493682861328125"
"910","0.12915802001953125","0.12915802001953125","0.12915802001953125"
"912","0.14429283142089844","0.14429283142089844","0.14429283142089844"
"914","0.1392364501953125","0.1392364501953125","0.1392364501953125"
"916","0.18097686767578125","0.18097686767578125","0.18097686767578125"
