"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"3894","3000.1402514178","3000.1402514178","3000.1402514178","2499.0695473582446","2499.0695473582446","2499.0695473582446","2108.5744680941375","2108.5744680941375","2108.5744680941375","1777.89784272716","1777.89784272716","1777.89784272716"
"3896","3398.6851174480835","3398.6851174480835","3398.6851174480835","1620.2885569879088","1620.2885569879088","1620.2885569879088","2192.461823736771","2192.461823736771","2192.461823736771","1380.088968933502","1380.088968933502","1380.088968933502"
"3898","2685.3971959797414","2685.3971959797414","2685.3971959797414","3040.7758947805232","3040.7758947805232","3040.7758947805232","2852.0748253011116","2852.0748253011116","2852.0748253011116","2467.185369663394","2467.185369663394","2467.185369663394"
"3900","3250.5971928430117","3250.5971928430117","3250.5971928430117","1831.9845254629215","1831.9845254629215","1831.9845254629215","1114.72362641039","1114.72362641039","1114.72362641039","1209.2327223361292","1209.2327223361292","1209.2327223361292"
"3902","1811.052142835217","1811.052142835217","1811.052142835217","1580.952641644028","1580.952641644028","1580.952641644028","1972.9114593999743","1972.9114593999743","1972.9114593999743","3372.338919239113","3372.338919239113","3372.338919239113"
"3904","5240.981644088606","5240.981644088606","5240.981644088606","2697.5365460547846","2697.5365460547846","2697.5365460547846","1799.975705313973","1799.975705313973","1799.975705313973","3283.1810763842445","3283.1810763842445","3283.1810763842445"
"3906","3123.90546704154","3123.90546704154","3123.90546704154","1479.5504139940074","1479.5504139940074","1479.5504139940074","2615.789353141814","2615.789353141814","2615.789353141814","1287.4561473637302","1287.4561473637302","1287.4561473637302"
"3908","5090.542795771553","5090.542795771553","5090.542795771553","1600.832307484424","1600.832307484424","1600.832307484424","3746.6429545474057","3746.6429545474057","3746.6429545474057","1001.2025345458653","1001.2025345458653","1001.2025345458653"
"3910","3396.661996172956","3396.661996172956","3396.661996172956","1851.2519302332346","1851.2519302332346","1851.2519302332346","2125.633418821663","2125.633418821663","2125.633418821663","2431.396257615196","2431.396257615196","2431.396257615196"
"3912","2280.361247363047","2280.361247363047","2280.361247363047","1762.3664358948147","1762.3664358948147","1762.3664358948147","2716.6586922360807","2716.6586922360807","2716.6586922360807","2302.721607538473","2302.721607538473","2302.721607538473"
"3914","4881.926799553567","4881.926799553567","4881.926799553567","","","","","","","","",""
"3916","3489.004224674076","3489.004224674076","3489.004224674076","2342.1441775915796","2342.1441775915796","2342.1441775915796","2820.313250258919","2820.313250258919","2820.313250258919","2083.951004175856","2083.951004175856","2083.951004175856"
"3918","3983.328812821402","3983.328812821402","3983.328812821402","2218.4821793274855","2218.4821793274855","2218.4821793274855","2378.352008265971","2378.352008265971","2378.352008265971","1291.5528690164572","1291.5528690164572","1291.5528690164572"
"3920","2873.496133933147","2873.496133933147","2873.496133933147","3441.8211133737914","3441.8211133737914","3441.8211133737914","1578.1031219929919","1578.1031219929919","1578.1031219929919","2503.3409920798363","2503.3409920798363","2503.3409920798363"
"3922","4029.2000474635174","4029.2000474635174","4029.2000474635174","","","","","","","","",""
"3924","3478.9499379037743","3478.9499379037743","3478.9499379037743","","","","","","","","",""
"3926","1793.0369229123835","1793.0369229123835","1793.0369229123835","2423.206932147774","2423.206932147774","2423.206932147774","1812.486110009212","1812.486110009212","1812.486110009212","3695.881870270744","3695.881870270744","3695.881870270744"
"3928","4807.600208464029","4807.600208464029","4807.600208464029","2379.8312626555467","2379.8312626555467","2379.8312626555467","2256.846026369569","2256.846026369569","2256.846026369569","1506.2211538457213","1506.2211538457213","1506.2211538457213"
"3930","2741.5557307454696","2741.5557307454696","2741.5557307454696","","","","","","","","",""
"3932","3449.728628902225","3449.728628902225","3449.728628902225","2696.4182589594493","2696.4182589594493","2696.4182589594493","1696.5577237274003","1696.5577237274003","1696.5577237274003","1819.1259798456072","1819.1259798456072","1819.1259798456072"
"3934","2974.478064360782","2974.478064360782","2974.478064360782","","","","","","","","",""
"3936","2560.2040064911703","2560.2040064911703","2560.2040064911703","","","","","","","","",""
"3939","4038.5054862771617","4038.5054862771617","4038.5054862771617","1716.0830071390974","1716.0830071390974","1716.0830071390974","2606.4913228598707","2606.4913228598707","2606.4913228598707","2000.1092188040739","2000.1092188040739","2000.1092188040739"
"3941","2787.7756670992467","2787.7756670992467","2787.7756670992467","1974.9025264963057","1974.9025264963057","1974.9025264963057","1220.0102556346724","1220.0102556346724","1220.0102556346724","2458.986235383825","2458.986235383825","2458.986235383825"
"3943","5145.704003946948","5145.704003946948","5145.704003946948","1968.4501222774143","1968.4501222774143","1968.4501222774143","2553.985755968813","2553.985755968813","2553.985755968813","3612.2670167813494","3612.2670167813494","3612.2670167813494"
"3945","2487.7014742302717","2487.7014742302717","2487.7014742302717","4451.183765993058","4451.183765993058","4451.183765993058","2467.2095285100227","2467.2095285100227","2467.2095285100227","3075.552741823796","3075.552741823796","3075.552741823796"
"3947","3134.0263659628577","3134.0263659628577","3134.0263659628577","1714.6085564815664","1714.6085564815664","1714.6085564815664","2101.243913177624","2101.243913177624","2101.243913177624","1914.7699372202035","1914.7699372202035","1914.7699372202035"
"3949","5678.75449638684","5678.75449638684","5678.75449638684","2324.0616689221188","2324.0616689221188","2324.0616689221188","1734.5162669205558","1734.5162669205558","1734.5162669205558","1339.1148750585078","1339.1148750585078","1339.1148750585078"
"3951","4022.9026661172734","4022.9026661172734","4022.9026661172734","3108.9451363324833","3108.9451363324833","3108.9451363324833","1930.9365674022936","1930.9365674022936","1930.9365674022936","3710.8816845360434","3710.8816845360434","3710.8816845360434"
"3953","3776.178379434035","3776.178379434035","3776.178379434035","2682.2335351119873","2682.2335351119873","2682.2335351119873","2690.272802635397","2690.272802635397","2690.272802635397","1992.6220289073829","1992.6220289073829","1992.6220289073829"
"3955","2190.159390252619","2190.159390252619","2190.159390252619","","","","","","","","",""
"3957","4089.796355664233","4089.796355664233","4089.796355664233","3171.795825251966","3171.795825251966","3171.795825251966","2460.9757223642664","2460.9757223642664","2460.9757223642664","1605.7242424557692","1605.7242424557692","1605.7242424557692"
"3959","3645.7038129779094","3645.7038129779094","3645.7038129779094","1855.7567372943015","1855.7567372943015","1855.7567372943015","1233.5314554354388","1233.5314554354388","1233.5314554354388","2285.1624447991285","2285.1624447991285","2285.1624447991285"
"3961","4213.207454024515","4213.207454024515","4213.207454024515","","","","","","","","",""
"3963","3368.3271669982255","3368.3271669982255","3368.3271669982255","2723.8780581800384","2723.8780581800384","2723.8780581800384","1477.549697222512","1477.549697222512","1477.549697222512","2964.129994035683","2964.129994035683","2964.129994035683"
"3965","4794.177213131511","4794.177213131511","4794.177213131511","2229.344904910086","2229.344904910086","2229.344904910086","2125.9206432440765","2125.9206432440765","2125.9206432440765","1825.877691226589","1825.877691226589","1825.877691226589"
"3967","4547.866903176379","4547.866903176379","4547.866903176379","1396.0534211083122","1396.0534211083122","1396.0534211083122","2909.9452819136804","2909.9452819136804","2909.9452819136804","2413.332933840029","2413.332933840029","2413.332933840029"
"3969","3437.429340676704","3437.429340676704","3437.429340676704","","","","","","","","",""
"3971","3141.5678952742905","3141.5678952742905","3141.5678952742905","2174.5962789068203","2174.5962789068203","2174.5962789068203","2860.7993564973417","2860.7993564973417","2860.7993564973417","3177.785665500258","3177.785665500258","3177.785665500258"
"3973","3102.8152021138326","3102.8152021138326","3102.8152021138326","2236.7640241223994","2236.7640241223994","2236.7640241223994","2020.4015033644869","2020.4015033644869","2020.4015033644869","2781.1472477309158","2781.1472477309158","2781.1472477309158"
"3975","3574.205825865679","3574.205825865679","3574.205825865679","1822.5570846311814","1822.5570846311814","1822.5570846311814","3082.780309432687","3082.780309432687","3082.780309432687","2633.8841778613973","2633.8841778613973","2633.8841778613973"
"3977","3813.027955067562","3813.027955067562","3813.027955067562","2446.395201674238","2446.395201674238","2446.395201674238","4012.0004854011813","4012.0004854011813","4012.0004854011813","1684.111546506356","1684.111546506356","1684.111546506356"
"3979","3986.540561157249","3986.540561157249","3986.540561157249","2497.655991550369","2497.655991550369","2497.655991550369","2815.8332358190273","2815.8332358190273","2815.8332358190273","2101.8744382537084","2101.8744382537084","2101.8744382537084"
"3981","3617.83869177412","3617.83869177412","3617.83869177412","4153.5090680062995","4153.5090680062995","4153.5090680062995","2570.498485851157","2570.498485851157","2570.498485851157","1985.7470807521454","1985.7470807521454","1985.7470807521454"
"3983","3557.3599274966546","3557.3599274966546","3557.3599274966546","3585.327894466536","3585.327894466536","3585.327894466536","2696.9324302525793","2696.9324302525793","2696.9324302525793","3045.7793001808514","3045.7793001808514","3045.7793001808514"
"3985","2640.3749336250253","2640.3749336250253","2640.3749336250253","2881.544904449327","2881.544904449327","2881.544904449327","1811.2636904334015","1811.2636904334015","1811.2636904334015","2430.312625158561","2430.312625158561","2430.312625158561"
"3987","3593.581651807993","3593.581651807993","3593.581651807993","2594.1338714663348","2594.1338714663348","2594.1338714663348","3885.632463791336","3885.632463791336","3885.632463791336","2206.0650423777047","2206.0650423777047","2206.0650423777047"
"3989","3892.985711624397","3892.985711624397","3892.985711624397","3049.915825940828","3049.915825940828","3049.915825940828","2557.1328280209236","2557.1328280209236","2557.1328280209236","2409.4552329789435","2409.4552329789435","2409.4552329789435"
"3991","3724.2866140223728","3724.2866140223728","3724.2866140223728","2315.9532473935606","2315.9532473935606","2315.9532473935606","1940.875550772237","1940.875550772237","1940.875550772237","1399.394850455934","1399.394850455934","1399.394850455934"
"3993","3394.839475836815","3394.839475836815","3394.839475836815","1841.5586169797623","1841.5586169797623","1841.5586169797623","2185.8012892499646","2185.8012892499646","2185.8012892499646","2450.996103861649","2450.996103861649","2450.996103861649"
"3995","2965.370312397627","2965.370312397627","2965.370312397627","","","","","","","","",""
"3997","2731.0816141157134","2731.0816141157134","2731.0816141157134","2892.629856056584","2892.629856056584","2892.629856056584","1983.7831418045864","1983.7831418045864","1983.7831418045864","3445.1996661543144","3445.1996661543144","3445.1996661543144"
"3999","2336.7361980617097","2336.7361980617097","2336.7361980617097","1621.7123712652576","1621.7123712652576","1621.7123712652576","1805.784796004689","1805.784796004689","1805.784796004689","3022.9519397475037","3022.9519397475037","3022.9519397475037"
"4001","3400.656425171023","3400.656425171023","3400.656425171023","","","","","","","","",""
"4003","4005.0404500644977","4005.0404500644977","4005.0404500644977","3448.4506790884143","3448.4506790884143","3448.4506790884143","1707.3434308563992","1707.3434308563992","1707.3434308563992","2352.1079606258395","2352.1079606258395","2352.1079606258395"
"4005","3632.7140548657203","3632.7140548657203","3632.7140548657203","3286.01298460917","3286.01298460917","3286.01298460917","1431.9107820792922","1431.9107820792922","1431.9107820792922","1881.3903510691764","1881.3903510691764","1881.3903510691764"
"4007","1123.8627579927802","1123.8627579927802","1123.8627579927802","3518.0808072983355","3518.0808072983355","3518.0808072983355","3130.3630347379467","3130.3630347379467","3130.3630347379467","3167.9258190778596","3167.9258190778596","3167.9258190778596"
"4009","3450.459197831429","3450.459197831429","3450.459197831429","2329.6782541379384","2329.6782541379384","2329.6782541379384","1469.9333780463576","1469.9333780463576","1469.9333780463576","1888.9961792668425","1888.9961792668425","1888.9961792668425"
"4011","3716.267021286493","3716.267021286493","3716.267021286493","2238.053068876243","2238.053068876243","2238.053068876243","2021.194934855714","2021.194934855714","2021.194934855714","2928.9656703535184","2928.9656703535184","2928.9656703535184"
"4013","1781.3058852748202","1781.3058852748202","1781.3058852748202","2158.7222756536607","2158.7222756536607","2158.7222756536607","2357.5867071418056","2357.5867071418056","2357.5867071418056","2398.389958708829","2398.389958708829","2398.389958708829"
"4015","2978.44133128079","2978.44133128079","2978.44133128079","2089.9371545186095","2089.9371545186095","2089.9371545186095","3499.4993192320794","3499.4993192320794","3499.4993192320794","2641.5146903316045","2641.5146903316045","2641.5146903316045"
"4017","3369.8064173867406","3369.8064173867406","3369.8064173867406","1548.6466685115572","1548.6466685115572","1548.6466685115572","1863.5406593467872","1863.5406593467872","1863.5406593467872","2549.9941909948266","2549.9941909948266","2549.9941909948266"
"4019","3503.5305736136497","3503.5305736136497","3503.5305736136497","2206.307942518408","2206.307942518408","2206.307942518408","2969.1979421677333","2969.1979421677333","2969.1979421677333","1519.8993555703155","1519.8993555703155","1519.8993555703155"
"4021","2686.941027729554","2686.941027729554","2686.941027729554","1683.863007594729","1683.863007594729","1683.863007594729","2238.2724422261567","2238.2724422261567","2238.2724422261567","2877.7579731062347","2877.7579731062347","2877.7579731062347"
"4023","3244.173751377144","3244.173751377144","3244.173751377144","3533.642270794349","3533.642270794349","3533.642270794349","3038.524653640283","3038.524653640283","3038.524653640283","1719.695882182391","1719.695882182391","1719.695882182391"
"4025","2132.6628622024796","2132.6628622024796","2132.6628622024796","1776.7003749869775","1776.7003749869775","1776.7003749869775","1501.6925297981256","1501.6925297981256","1501.6925297981256","2147.021607358664","2147.021607358664","2147.021607358664"
"4027","3121.002740213425","3121.002740213425","3121.002740213425","","","","","","","","",""
"4029","3224.916301424818","3224.916301424818","3224.916301424818","996.5696320049773","996.5696320049773","996.5696320049773","994.7728767750849","994.7728767750849","994.7728767750849","2549.6387288884926","2549.6387288884926","2549.6387288884926"
"4031","3380.4526125666202","3380.4526125666202","3380.4526125666202","1985.2555041100563","1985.2555041100563","1985.2555041100563","2855.4158760320943","2855.4158760320943","2855.4158760320943","2200.288600442383","2200.288600442383","2200.288600442383"
"4033","3044.3114720425647","3044.3114720425647","3044.3114720425647","1289.2062656111111","1289.2062656111111","1289.2062656111111","1017.692186109707","1017.692186109707","1017.692186109707","1799.4355533649345","1799.4355533649345","1799.4355533649345"
"4035","3821.3781341068707","3821.3781341068707","3821.3781341068707","","","","","","","","",""
"4037","3725.8727037048584","3725.8727037048584","3725.8727037048584","2240.073054391105","2240.073054391105","2240.073054391105","1383.3871633352205","1383.3871633352205","1383.3871633352205","1690.7267097438214","1690.7267097438214","1690.7267097438214"
"4039","3217.8202091690396","3217.8202091690396","3217.8202091690396","2393.18777608241","2393.18777608241","2393.18777608241","3258.693228396473","3258.693228396473","3258.693228396473","3436.4243471689597","3436.4243471689597","3436.4243471689597"
"4041","3335.3957734693586","3335.3957734693586","3335.3957734693586","2960.7573633077445","2960.7573633077445","2960.7573633077445","2568.695713546238","2568.695713546238","2568.695713546238","1823.8062504518512","1823.8062504518512","1823.8062504518512"
"4043","3053.3907984487555","3053.3907984487555","3053.3907984487555","2915.228065996066","2915.228065996066","2915.228065996066","3083.3397566668305","3083.3397566668305","3083.3397566668305","2453.491207900774","2453.491207900774","2453.491207900774"
"4045","4092.6129021331653","4092.6129021331653","4092.6129021331653","","","","","","","","",""
"4047","4020.7218523663223","4020.7218523663223","4020.7218523663223","","","","","","","","",""
"4049","2297.227796720842","2297.227796720842","2297.227796720842","2733.24152750621","2733.24152750621","2733.24152750621","2176.9988524245996","2176.9988524245996","2176.9988524245996","1813.9608390835779","1813.9608390835779","1813.9608390835779"
"4051","2134.0605259756458","2134.0605259756458","2134.0605259756458","2434.503715819224","2434.503715819224","2434.503715819224","3070.678165005821","3070.678165005821","3070.678165005821","2281.316808480002","2281.316808480002","2281.316808480002"
"4053","2994.0861686437524","2994.0861686437524","2994.0861686437524","","","","","","","","",""
"4055","4064.1964524782197","4064.1964524782197","4064.1964524782197","2550.064459388051","2550.064459388051","2550.064459388051","2948.850772966255","2948.850772966255","2948.850772966255","1561.5622567510043","1561.5622567510043","1561.5622567510043"
"4057","2885.8730848029013","2885.8730848029013","2885.8730848029013","3281.0224726673814","3281.0224726673814","3281.0224726673814","1125.2964956924664","1125.2964956924664","1125.2964956924664","2549.208981644026","2549.208981644026","2549.208981644026"
"4059","1495.6586269754227","1495.6586269754227","1495.6586269754227","1951.7323297130952","1951.7323297130952","1951.7323297130952","1603.640743118274","1603.640743118274","1603.640743118274","3689.7564789036487","3689.7564789036487","3689.7564789036487"
"4061","4580.041848630741","4580.041848630741","4580.041848630741","2502.2291139944314","2502.2291139944314","2502.2291139944314","2748.3503964378133","2748.3503964378133","2748.3503964378133","1014.6592206629794","1014.6592206629794","1014.6592206629794"
"4063","3132.3866566643933","3132.3866566643933","3132.3866566643933","2270.785407047644","2270.785407047644","2270.785407047644","2268.193531887875","2268.193531887875","2268.193531887875","2090.2904140122855","2090.2904140122855","2090.2904140122855"
"4065","3253.821331807422","3253.821331807422","3253.821331807422","3442.3780508887726","3442.3780508887726","3442.3780508887726","3008.0284932846553","3008.0284932846553","3008.0284932846553","1924.815626418153","1924.815626418153","1924.815626418153"
"4067","3892.209186286802","3892.209186286802","3892.209186286802","1824.1819463770726","1824.1819463770726","1824.1819463770726","2805.130363076756","2805.130363076756","2805.130363076756","4501.712486472195","4501.712486472195","4501.712486472195"
"4069","2231.8247466250355","2231.8247466250355","2231.8247466250355","3103.1135409048507","3103.1135409048507","3103.1135409048507","1780.6365353782044","1780.6365353782044","1780.6365353782044","2197.323607633399","2197.323607633399","2197.323607633399"
"4071","4227.068082851814","4227.068082851814","4227.068082851814","1881.7155499594628","1881.7155499594628","1881.7155499594628","2815.7305707202763","2815.7305707202763","2815.7305707202763","1995.952451896896","1995.952451896896","1995.952451896896"
"4073","2623.083391311754","2623.083391311754","2623.083391311754","2489.344045014156","2489.344045014156","2489.344045014156","2713.0995437229267","2713.0995437229267","2713.0995437229267","2279.2554130803733","2279.2554130803733","2279.2554130803733"
"4075","3298.4336992148833","3298.4336992148833","3298.4336992148833","2312.141745112419","2312.141745112419","2312.141745112419","1709.5818701263731","1709.5818701263731","1709.5818701263731","2349.665805205603","2349.665805205603","2349.665805205603"
"4077","2895.856710838162","2895.856710838162","2895.856710838162","2411.8115940147154","2411.8115940147154","2411.8115940147154","2079.7513427507643","2079.7513427507643","2079.7513427507643","2787.153418767026","2787.153418767026","2787.153418767026"
"4079","3888.139321356482","3888.139321356482","3888.139321356482","3643.201513869415","3643.201513869415","3643.201513869415","2212.5830070366583","2212.5830070366583","2212.5830070366583","2994.2048645095697","2994.2048645095697","2994.2048645095697"
"4081","2809.2882573672314","2809.2882573672314","2809.2882573672314","1919.9258177552822","1919.9258177552822","1919.9258177552822","2127.3915563192745","2127.3915563192745","2127.3915563192745","3653.6144147388936","3653.6144147388936","3653.6144147388936"
"4083","2318.8206953648964","2318.8206953648964","2318.8206953648964","2486.5443996390536","2486.5443996390536","2486.5443996390536","2929.6002692905563","2929.6002692905563","2929.6002692905563","1746.6667523737456","1746.6667523737456","1746.6667523737456"
"4085","4446.941901727087","4446.941901727087","4446.941901727087","2494.1368192615314","2494.1368192615314","2494.1368192615314","2873.870907779143","2873.870907779143","2873.870907779143","3388.0045120975983","3388.0045120975983","3388.0045120975983"
"4087","6044.191676888009","6044.191676888009","6044.191676888009","2813.245621497716","2813.245621497716","2813.245621497716","2464.1940353302634","2464.1940353302634","2464.1940353302634","1415.7389666511174","1415.7389666511174","1415.7389666511174"
"4089","2075.7552345204826","2075.7552345204826","2075.7552345204826","2006.5226623603762","2006.5226623603762","2006.5226623603762","2313.31592097094","2313.31592097094","2313.31592097094","1716.0690596276224","1716.0690596276224","1716.0690596276224"
"4091","2773.0342410635776","2773.0342410635776","2773.0342410635776","2904.1190538694823","2904.1190538694823","2904.1190538694823","1553.3757234789475","1553.3757234789475","1553.3757234789475","2272.811705202205","2272.811705202205","2272.811705202205"
"4093","2579.6946169075163","2579.6946169075163","2579.6946169075163","1692.635345108047","1692.635345108047","1692.635345108047","1671.3475393550436","1671.3475393550436","1671.3475393550436","3757.8278539268576","3757.8278539268576","3757.8278539268576"
"4095","2523.65528855723","2523.65528855723","2523.65528855723","2024.9019058922488","2024.9019058922488","2024.9019058922488","2234.375363463259","2234.375363463259","2234.375363463259","1918.0278186287278","1918.0278186287278","1918.0278186287278"
"4097","3172.9159878441797","3172.9159878441797","3172.9159878441797","2655.7470294246673","2655.7470294246673","2655.7470294246673","2131.1721642116195","2131.1721642116195","2131.1721642116195","2351.7763667898953","2351.7763667898953","2351.7763667898953"
"4099","3238.709779185609","3238.709779185609","3238.709779185609","2617.4099671055637","2617.4099671055637","2617.4099671055637","1948.722646263134","1948.722646263134","1948.722646263134","2542.246069816667","2542.246069816667","2542.246069816667"
"4101","3390.0925793989168","3390.0925793989168","3390.0925793989168","1900.5249030886023","1900.5249030886023","1900.5249030886023","2260.831497438639","2260.831497438639","2260.831497438639","2039.5065277244844","2039.5065277244844","2039.5065277244844"
"4103","3416.927069920888","3416.927069920888","3416.927069920888","2266.674456395994","2266.674456395994","2266.674456395994","1712.7070072978497","1712.7070072978497","1712.7070072978497","2710.642136195723","2710.642136195723","2710.642136195723"
"4105","4615.760195333406","4615.760195333406","4615.760195333406","2178.8136839737717","2178.8136839737717","2178.8136839737717","1680.3041146934502","1680.3041146934502","1680.3041146934502","1494.42258680097","1494.42258680097","1494.42258680097"
"4107","2833.349250066218","2833.349250066218","2833.349250066218","2662.0967414091588","2662.0967414091588","2662.0967414091588","3719.9429113355463","3719.9429113355463","3719.9429113355463","1679.1983934707143","1679.1983934707143","1679.1983934707143"
"4109","2890.412477464863","2890.412477464863","2890.412477464863","2487.528958223944","2487.528958223944","2487.528958223944","3099.3890329463675","3099.3890329463675","3099.3890329463675","1992.5375238233266","1992.5375238233266","1992.5375238233266"
"4111","4476.848286931534","4476.848286931534","4476.848286931534","","","","","","","","",""
"4113","3401.348467722485","3401.348467722485","3401.348467722485","","","","","","","","",""
"4115","1771.6669243037534","1771.6669243037534","1771.6669243037534","","","","","","","","",""
"4117","3568.539928593456","3568.539928593456","3568.539928593456","2034.7563118153028","2034.7563118153028","2034.7563118153028","3367.939499967164","3367.939499967164","3367.939499967164","1886.009932188204","1886.009932188204","1886.009932188204"
"4119","3858.075822856357","3858.075822856357","3858.075822856357","2327.07657344887","2327.07657344887","2327.07657344887","3058.0812173387635","3058.0812173387635","3058.0812173387635","2025.3943440505254","2025.3943440505254","2025.3943440505254"
"4121","4380.810319385207","4380.810319385207","4380.810319385207","2609.5720776355734","2609.5720776355734","2609.5720776355734","1611.0130926872334","1611.0130926872334","1611.0130926872334","2062.6465102379666","2062.6465102379666","2062.6465102379666"
"4123","3929.2397139680934","3929.2397139680934","3929.2397139680934","1723.1772579934598","1723.1772579934598","1723.1772579934598","2522.0624643677984","2522.0624643677984","2522.0624643677984","1295.4238505525716","1295.4238505525716","1295.4238505525716"
"4125","4126.195235918908","4126.195235918908","4126.195235918908","2841.4197061895015","2841.4197061895015","2841.4197061895015","2485.9153093202362","2485.9153093202362","2485.9153093202362","3087.746536589595","3087.746536589595","3087.746536589595"
"4127","3515.8600198815366","3515.8600198815366","3515.8600198815366","2091.637492229709","2091.637492229709","2091.637492229709","1796.786782960238","1796.786782960238","1796.786782960238","1272.2896539692906","1272.2896539692906","1272.2896539692906"
"4129","3546.585449297773","3546.585449297773","3546.585449297773","2363.1188833404212","2363.1188833404212","2363.1188833404212","3114.6857995409155","3114.6857995409155","3114.6857995409155","2487.4083246897","2487.4083246897","2487.4083246897"
"4131","3058.4250899347926","3058.4250899347926","3058.4250899347926","2887.5313777787524","2887.5313777787524","2887.5313777787524","2542.065678346413","2542.065678346413","2542.065678346413","2139.288060157212","2139.288060157212","2139.288060157212"
"4133","3146.7659633047","3146.7659633047","3146.7659633047","2406.4428357474676","2406.4428357474676","2406.4428357474676","1850.0290488204894","1850.0290488204894","1850.0290488204894","1731.0955169762371","1731.0955169762371","1731.0955169762371"
"4135","3973.860986533035","3973.860986533035","3973.860986533035","1358.4999222077977","1358.4999222077977","1358.4999222077977","2318.4264156479185","2318.4264156479185","2318.4264156479185","2942.397205255544","2942.397205255544","2942.397205255544"
"4137","3233.7224136122545","3233.7224136122545","3233.7224136122545","871.4206663720697","871.4206663720697","871.4206663720697","2325.3833834078646","2325.3833834078646","2325.3833834078646","1711.2113067280327","1711.2113067280327","1711.2113067280327"
"4139","3384.3868107470753","3384.3868107470753","3384.3868107470753","","","","","","","","",""
"4141","2286.663292074517","2286.663292074517","2286.663292074517","2586.4129796214543","2586.4129796214543","2586.4129796214543","2640.283788271404","2640.283788271404","2640.283788271404","2230.3087942085413","2230.3087942085413","2230.3087942085413"
"4143","3700.146898047053","3700.146898047053","3700.146898047053","2178.88395476535","2178.88395476535","2178.88395476535","1571.463326889962","1571.463326889962","1571.463326889962","3295.831863296091","3295.831863296091","3295.831863296091"
"4145","3496.5024741169627","3496.5024741169627","3496.5024741169627","1482.9968027394223","1482.9968027394223","1482.9968027394223","1465.6500822332653","1465.6500822332653","1465.6500822332653","2440.539396887502","2440.539396887502","2440.539396887502"
"4147","2627.369588860422","2627.369588860422","2627.369588860422","","","","","","","","",""
"4149","3132.659584936756","3132.659584936756","3132.659584936756","2918.175012123578","2918.175012123578","2918.175012123578","2164.603189891931","2164.603189891931","2164.603189891931","3021.0531774084598","3021.0531774084598","3021.0531774084598"
"4151","4231.253215726591","4231.253215726591","4231.253215726591","","","","","","","","",""
"4153","2674.200607447776","2674.200607447776","2674.200607447776","","","","","","","","",""
"4155","4132.767906020487","4132.767906020487","4132.767906020487","2124.493601710147","2124.493601710147","2124.493601710147","2578.729500848577","2578.729500848577","2578.729500848577","2479.703139247985","2479.703139247985","2479.703139247985"
"4157","2281.278923582895","2281.278923582895","2281.278923582895","2149.1730904591013","2149.1730904591013","2149.1730904591013","2748.426436921929","2748.426436921929","2748.426436921929","2446.6584739517575","2446.6584739517575","2446.6584739517575"
"4159","2324.3753396506086","2324.3753396506086","2324.3753396506086","","","","","","","","",""
"4161","1980.2867497291015","1980.2867497291015","1980.2867497291015","2349.208198221738","2349.208198221738","2349.208198221738","1708.8302542809622","1708.8302542809622","1708.8302542809622","1789.6715152080583","1789.6715152080583","1789.6715152080583"
"4163","3531.010341107338","3531.010341107338","3531.010341107338","1683.009544142352","1683.009544142352","1683.009544142352","2236.890763714593","2236.890763714593","2236.890763714593","1793.8850239033807","1793.8850239033807","1793.8850239033807"
"4165","3334.2464011079155","3334.2464011079155","3334.2464011079155","2506.42368447327","2506.42368447327","2506.42368447327","2430.976102791943","2430.976102791943","2430.976102791943","2971.9137600397826","2971.9137600397826","2971.9137600397826"
"4167","2638.17358500467","2638.17358500467","2638.17358500467","2906.993196684832","2906.993196684832","2906.993196684832","1803.4976736079634","1803.4976736079634","1803.4976736079634","3205.3039861735037","3205.3039861735037","3205.3039861735037"
"4169","2832.1410848431274","2832.1410848431274","2832.1410848431274","2858.9513496110335","2858.9513496110335","2858.9513496110335","2005.4065412347247","2005.4065412347247","2005.4065412347247","2534.769243228074","2534.769243228074","2534.769243228074"
"4171","3778.488112071156","3778.488112071156","3778.488112071156","","","","","","","","",""
"4173","4681.4357949885525","4681.4357949885525","4681.4357949885525","2154.7145179288386","2154.7145179288386","2154.7145179288386","1864.274362097969","1864.274362097969","1864.274362097969","1622.233507190696","1622.233507190696","1622.233507190696"
"4175","4097.050864826401","4097.050864826401","4097.050864826401","","","","","","","","",""
"4177","3244.8950343355386","3244.8950343355386","3244.8950343355386","","","","","","","","",""
"4179","2999.1121915592166","2999.1121915592166","2999.1121915592166","1672.5914235673058","1672.5914235673058","1672.5914235673058","1693.6355154471353","1693.6355154471353","1693.6355154471353","3155.1976290739854","3155.1976290739854","3155.1976290739854"
"4181","3390.1612584334257","3390.1612584334257","3390.1612584334257","","","","","","","","",""
