"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"13497","2232.7431842196766","2232.7431842196766","2232.7431842196766","2391.97462606069","2391.97462606069","2391.97462606069","2302.7610809615344","2302.7610809615344","2302.7610809615344","2305.1183103941457","2305.1183103941457","2305.1183103941457"
"13499","2080.0080086079347","2080.0080086079347","2080.0080086079347","2282.2114930085895","2282.2114930085895","2282.2114930085895","2799.440901147302","2799.440901147302","2799.440901147302","1187.739043896238","1187.739043896238","1187.739043896238"
"13501","3143.883395540643","3143.883395540643","3143.883395540643","877.83122544841","877.83122544841","877.83122544841","2242.1202134460223","2242.1202134460223","2242.1202134460223","1764.938955453583","1764.938955453583","1764.938955453583"
"13503","2645.968284819814","2645.968284819814","2645.968284819814","1498.7358165249595","1498.7358165249595","1498.7358165249595","1918.2719439679843","1918.2719439679843","1918.2719439679843","1173.485007575205","1173.485007575205","1173.485007575205"
"13505","1884.8324304313676","1884.8324304313676","1884.8324304313676","","","","","","","","",""
"13507","2469.600235320331","2469.600235320331","2469.600235320331","1050.0100844188485","1050.0100844188485","1050.0100844188485","1846.9232230176017","1846.9232230176017","1846.9232230176017","1335.1373814007923","1335.1373814007923","1335.1373814007923"
"13509","1440.7994070626878","1440.7994070626878","1440.7994070626878","1013.4668988237433","1013.4668988237433","1013.4668988237433","1325.5758224153092","1325.5758224153092","1325.5758224153092","2395.4564122852757","2395.4564122852757","2395.4564122852757"
"13511","3234.5913754755147","3234.5913754755147","3234.5913754755147","2191.5042365703584","2191.5042365703584","2191.5042365703584","2103.4049391957305","2103.4049391957305","2103.4049391957305","1548.9230373399873","1548.9230373399873","1548.9230373399873"
"13513","3590.945102908347","3590.945102908347","3590.945102908347","1548.1924409695475","1548.1924409695475","1548.1924409695475","2453.2093835397764","2453.2093835397764","2453.2093835397764","1338.255199127602","1338.255199127602","1338.255199127602"
"13515","3401.491941036506","3401.491941036506","3401.491941036506","2562.170077228735","2562.170077228735","2562.170077228735","2543.3302005716864","2543.3302005716864","2543.3302005716864","1411.8915880604204","1411.8915880604204","1411.8915880604204"
"13517","2609.824741460794","2609.824741460794","2609.824741460794","1135.4791151234817","1135.4791151234817","1135.4791151234817","1311.3902941146382","1311.3902941146382","1311.3902941146382","1377.9122819889385","1377.9122819889385","1377.9122819889385"
"13519","3048.719923505273","3048.719923505273","3048.719923505273","2644.326995219134","2644.326995219134","2644.326995219134","2080.666275331192","2080.666275331192","2080.666275331192","1500.3031136303164","1500.3031136303164","1500.3031136303164"
"13521","2813.3826725079275","2813.3826725079275","2813.3826725079275","2208.0764996028324","2208.0764996028324","2208.0764996028324","1400.3529350710103","1400.3529350710103","1400.3529350710103","2331.7794280454377","2331.7794280454377","2331.7794280454377"
"13523","2349.5261224344595","2349.5261224344595","2349.5261224344595","1766.3266298553565","1766.3266298553565","1766.3266298553565","1162.8881217383728","1162.8881217383728","1162.8881217383728","1196.3526261239049","1196.3526261239049","1196.3526261239049"
"13525","3190.8173315381396","3190.8173315381396","3190.8173315381396","970.7284709146621","970.7284709146621","970.7284709146621","1681.2755042130532","1681.2755042130532","1681.2755042130532","1402.21075261447","1402.21075261447","1402.21075261447"
"13527","2344.4279643833474","2344.4279643833474","2344.4279643833474","","","","","","","","",""
"13529","2182.468861568599","2182.468861568599","2182.468861568599","3266.86989176825","3266.86989176825","3266.86989176825","2446.9427274779828","2446.9427274779828","2446.9427274779828","1898.9122997932423","1898.9122997932423","1898.9122997932423"
"13531","2325.6708465553597","2325.6708465553597","2325.6708465553597","1661.8274243378416","1661.8274243378416","1661.8274243378416","1805.3022014831968","1805.3022014831968","1805.3022014831968","2222.018205612325","2222.018205612325","2222.018205612325"
"13533","3866.185530511366","3866.185530511366","3866.185530511366","1687.8082558985186","1687.8082558985186","1687.8082558985186","1019.6082243234397","1019.6082243234397","1019.6082243234397","2160.0390949177176","2160.0390949177176","2160.0390949177176"
"13535","3691.691029377122","3691.691029377122","3691.691029377122","1806.9790703562053","1806.9790703562053","1806.9790703562053","935.5102225273442","935.5102225273442","935.5102225273442","1440.6822112550142","1440.6822112550142","1440.6822112550142"
"13537","3100.6623506516667","3100.6623506516667","3100.6623506516667","","","","","","","","",""
"13539","2990.619766645327","2990.619766645327","2990.619766645327","2334.100488942703","2334.100488942703","2334.100488942703","2766.2587274895513","2766.2587274895513","2766.2587274895513","1444.6287213043463","1444.6287213043463","1444.6287213043463"
"13541","2173.0943179878814","2173.0943179878814","2173.0943179878814","487.0678368120867","487.0678368120867","487.0678368120867","2454.262339209198","2454.262339209198","2454.262339209198","1972.0577049551307","1972.0577049551307","1972.0577049551307"
"13543","4054.876841275245","4054.876841275245","4054.876841275245","1546.9540662499187","1546.9540662499187","1546.9540662499187","2706.1556656498287","2706.1556656498287","2706.1556656498287","1489.914983617737","1489.914983617737","1489.914983617737"
"13545","2115.0118956501874","2115.0118956501874","2115.0118956501874","2044.5288760528952","2044.5288760528952","2044.5288760528952","2710.519818936321","2710.519818936321","2710.519818936321","1334.92851915602","1334.92851915602","1334.92851915602"
"13547","2595.8419142704224","2595.8419142704224","2595.8419142704224","","","","","","","","",""
"13549","3816.1667091684058","3816.1667091684058","3816.1667091684058","","","","","","","","",""
"13551","3110.479714524765","3110.479714524765","3110.479714524765","1281.0445452156466","1281.0445452156466","1281.0445452156466","2128.391553623418","2128.391553623418","2128.391553623418","1464.6543380347823","1464.6543380347823","1464.6543380347823"
"13553","2612.5596537007923","2612.5596537007923","2612.5596537007923","3028.012601736748","3028.012601736748","3028.012601736748","2009.6724018685882","2009.6724018685882","2009.6724018685882","983.783394662973","983.783394662973","983.783394662973"
"13555","2801.7629873999817","2801.7629873999817","2801.7629873999817","","","","","","","","",""
"13557","2740.6745279810734","2740.6745279810734","2740.6745279810734","1253.5956197042642","1253.5956197042642","1253.5956197042642","1884.0578954288908","1884.0578954288908","1884.0578954288908","910.8302359137143","910.8302359137143","910.8302359137143"
"13559","2316.1515711844895","2316.1515711844895","2316.1515711844895","1554.5196586373813","1554.5196586373813","1554.5196586373813","2369.8773822723156","2369.8773822723156","2369.8773822723156","1320.34773469217","1320.34773469217","1320.34773469217"
"13561","3600.190238429618","3600.190238429618","3600.190238429618","1664.1456690676412","1664.1456690676412","1664.1456690676412","1749.2528836258023","1749.2528836258023","1749.2528836258023","1860.6477036146516","1860.6477036146516","1860.6477036146516"
"13563","1588.9043211627486","1588.9043211627486","1588.9043211627486","","","","","","","","",""
"13565","2930.002195622725","2930.002195622725","2930.002195622725","","","","","","","","",""
"13567","2704.0781314230085","2704.0781314230085","2704.0781314230085","782.0415659061171","782.0415659061171","782.0415659061171","2002.752470139716","2002.752470139716","2002.752470139716","1244.222805956005","1244.222805956005","1244.222805956005"
"13569","2943.6260525309817","2943.6260525309817","2943.6260525309817","2532.914862191014","2532.914862191014","2532.914862191014","2427.8985763592923","2427.8985763592923","2427.8985763592923","1370.500365529643","1370.500365529643","1370.500365529643"
"13571","1912.8843496296427","1912.8843496296427","1912.8843496296427","1966.893778045542","1966.893778045542","1966.893778045542","1819.0393538870978","1819.0393538870978","1819.0393538870978","1135.8338792152497","1135.8338792152497","1135.8338792152497"
"13573","2943.344075670076","2943.344075670076","2943.344075670076","1284.870933468757","1284.870933468757","1284.870933468757","3001.2851336725316","3001.2851336725316","3001.2851336725316","2717.3446552792107","2717.3446552792107","2717.3446552792107"
"13575","3237.2190714428116","3237.2190714428116","3237.2190714428116","1842.6821978713708","1842.6821978713708","1842.6821978713708","1804.022980420195","1804.022980420195","1804.022980420195","927.290810405219","927.290810405219","927.290810405219"
"13577","2849.189607111902","2849.189607111902","2849.189607111902","2113.4421204490077","2113.4421204490077","2113.4421204490077","1993.4585667711103","1993.4585667711103","1993.4585667711103","1273.1502009946796","1273.1502009946796","1273.1502009946796"
"13579","3205.9352456280217","3205.9352456280217","3205.9352456280217","872.962003461278","872.962003461278","872.962003461278","1945.058760123149","1945.058760123149","1945.058760123149","1037.7612265516286","1037.7612265516286","1037.7612265516286"
"13581","3232.0335823402906","3232.0335823402906","3232.0335823402906","1588.184317798751","1588.184317798751","1588.184317798751","2341.226331679776","2341.226331679776","2341.226331679776","2155.969681002679","2155.969681002679","2155.969681002679"
"13583","2947.508461303473","2947.508461303473","2947.508461303473","1934.643855230338","1934.643855230338","1934.643855230338","2196.8000130587047","2196.8000130587047","2196.8000130587047","1361.6695769421694","1361.6695769421694","1361.6695769421694"
"13585","2999.5082809873165","2999.5082809873165","2999.5082809873165","1074.3007628605128","1074.3007628605128","1074.3007628605128","1638.944764540744","1638.944764540744","1638.944764540744","2074.941821604087","2074.941821604087","2074.941821604087"
"13587","3083.269559462745","3083.269559462745","3083.269559462745","635.1108345930749","635.1108345930749","635.1108345930749","2281.9452467412834","2281.9452467412834","2281.9452467412834","1749.0220679571178","1749.0220679571178","1749.0220679571178"
"13589","2531.4219027887007","2531.4219027887007","2531.4219027887007","2775.781742163544","2775.781742163544","2775.781742163544","3185.262418263606","3185.262418263606","3185.262418263606","1504.4771077077423","1504.4771077077423","1504.4771077077423"
"13591","2572.257416291343","2572.257416291343","2572.257416291343","1326.9515323039805","1326.9515323039805","1326.9515323039805","1370.66779625176","1370.66779625176","1370.66779625176","2240.592272770859","2240.592272770859","2240.592272770859"
"13593","2598.6431512981776","2598.6431512981776","2598.6431512981776","2424.937588340832","2424.937588340832","2424.937588340832","1155.1433435165634","1155.1433435165634","1155.1433435165634","715.8892092263757","715.8892092263757","715.8892092263757"
"13595","2769.5580334572173","2769.5580334572173","2769.5580334572173","1120.45827326879","1120.45827326879","1120.45827326879","1282.0125468050376","1282.0125468050376","1282.0125468050376","1295.119274852798","1295.119274852798","1295.119274852798"
"13597","2988.791951938462","2988.791951938462","2988.791951938462","","","","","","","","",""
"13599","4219.657129318125","4219.657129318125","4219.657129318125","1763.033953232362","1763.033953232362","1763.033953232362","2870.47931038989","2870.47931038989","2870.47931038989","2192.020853659533","2192.020853659533","2192.020853659533"
"13601","3589.9666899009717","3589.9666899009717","3589.9666899009717","","","","","","","","",""
"13603","3575.1595848317684","3575.1595848317684","3575.1595848317684","1314.6590118368313","1314.6590118368313","1314.6590118368313","1874.7818343077836","1874.7818343077836","1874.7818343077836","1051.6114766248822","1051.6114766248822","1051.6114766248822"
"13605","3467.53813649736","3467.53813649736","3467.53813649736","2305.129623031759","2305.129623031759","2305.129623031759","1752.985047552716","1752.985047552716","1752.985047552716","2446.425200003567","2446.425200003567","2446.425200003567"
"13607","2705.514783079331","2705.514783079331","2705.514783079331","","","","","","","","",""
"13609","3133.4842903384974","3133.4842903384974","3133.4842903384974","3295.863059525116","3295.863059525116","3295.863059525116","2787.816022911963","2787.816022911963","2787.816022911963","1359.6802730451532","1359.6802730451532","1359.6802730451532"
"13611","3185.134701986924","3185.134701986924","3185.134701986924","2270.9122984540168","2270.9122984540168","2270.9122984540168","2114.196846944161","2114.196846944161","2114.196846944161","722.8855465205874","722.8855465205874","722.8855465205874"
"13613","2924.176436823122","2924.176436823122","2924.176436823122","","","","","","","","",""
"13615","2580.5339251795567","2580.5339251795567","2580.5339251795567","1444.137327455115","1444.137327455115","1444.137327455115","2443.1891988134703","2443.1891988134703","2443.1891988134703","1179.1536468482382","1179.1536468482382","1179.1536468482382"
"13617","3645.868937000634","3645.868937000634","3645.868937000634","1407.1190321088263","1407.1190321088263","1407.1190321088263","1324.6783946984906","1324.6783946984906","1324.6783946984906","1298.921194542373","1298.921194542373","1298.921194542373"
"13619","1980.3676391312592","1980.3676391312592","1980.3676391312592","","","","","","","","",""
"13621","2858.3246553241092","2858.3246553241092","2858.3246553241092","2388.2633149905837","2388.2633149905837","2388.2633149905837","2502.9884298741467","2502.9884298741467","2502.9884298741467","2498.2031683088685","2498.2031683088685","2498.2031683088685"
"13623","2756.9003771589228","2756.9003771589228","2756.9003771589228","","","","","","","","",""
"13625","3034.827058631614","3034.827058631614","3034.827058631614","","","","","","","","",""
"13627","2471.025468508244","2471.025468508244","2471.025468508244","1656.8460561525853","1656.8460561525853","1656.8460561525853","1015.7470446397383","1015.7470446397383","1015.7470446397383","2313.743836731124","2313.743836731124","2313.743836731124"
"13629","2617.7240647251747","2617.7240647251747","2617.7240647251747","1328.5563974424726","1328.5563974424726","1328.5563974424726","1427.0082184822893","1427.0082184822893","1427.0082184822893","1267.994023351468","1267.994023351468","1267.994023351468"
"13631","2520.011737754521","2520.011737754521","2520.011737754521","2100.7379559318397","2100.7379559318397","2100.7379559318397","1367.659827796094","1367.659827796094","1367.659827796094","1288.196966723463","1288.196966723463","1288.196966723463"
"13633","2300.017928100248","2300.017928100248","2300.017928100248","2137.2566592141416","2137.2566592141416","2137.2566592141416","2091.047617615705","2091.047617615705","2091.047617615705","838.2972073169404","838.2972073169404","838.2972073169404"
"13635","1791.149533755943","1791.149533755943","1791.149533755943","1418.9224661387839","1418.9224661387839","1418.9224661387839","1150.1144003072343","1150.1144003072343","1150.1144003072343","892.3122753002217","892.3122753002217","892.3122753002217"
"13637","3083.4841331558036","3083.4841331558036","3083.4841331558036","1368.7558034660597","1368.7558034660597","1368.7558034660597","1735.637239846413","1735.637239846413","1735.637239846413","840.1929329051827","840.1929329051827","840.1929329051827"
"13639","2945.137231200627","2945.137231200627","2945.137231200627","2057.280097800132","2057.280097800132","2057.280097800132","1280.7530567546721","1280.7530567546721","1280.7530567546721","1634.5808546866083","1634.5808546866083","1634.5808546866083"
"13641","4438.873038298776","4438.873038298776","4438.873038298776","1616.2010261715782","1616.2010261715782","1616.2010261715782","1690.8929455607786","1690.8929455607786","1690.8929455607786","768.7390347508982","768.7390347508982","768.7390347508982"
"13643","2403.2138396312253","2403.2138396312253","2403.2138396312253","","","","","","","","",""
"13645","2772.618024943596","2772.618024943596","2772.618024943596","1605.9477015102805","1605.9477015102805","1605.9477015102805","1896.232843660912","1896.232843660912","1896.232843660912","877.4125864500039","877.4125864500039","877.4125864500039"
"13647","4041.4337340149873","4041.4337340149873","4041.4337340149873","1142.042229986232","1142.042229986232","1142.042229986232","2411.9994103698264","2411.9994103698264","2411.9994103698264","1294.1825937040044","1294.1825937040044","1294.1825937040044"
"13649","2644.883125369497","2644.883125369497","2644.883125369497","1600.886237023493","1600.886237023493","1600.886237023493","1839.5748022845771","1839.5748022845771","1839.5748022845771","1234.0392428689452","1234.0392428689452","1234.0392428689452"
"13651","1757.8894280448694","1757.8894280448694","1757.8894280448694","3093.9723089087993","3093.9723089087993","3093.9723089087993","1758.517600740576","1758.517600740576","1758.517600740576","1698.8301106763906","1698.8301106763906","1698.8301106763906"
"13653","2489.8545218582717","2489.8545218582717","2489.8545218582717","2344.2981396886958","2344.2981396886958","2344.2981396886958","1546.092312211211","1546.092312211211","1546.092312211211","1480.5197845359005","1480.5197845359005","1480.5197845359005"
"13655","3109.513533683458","3109.513533683458","3109.513533683458","","","","","","","","",""
"13657","3335.2626368054002","3335.2626368054002","3335.2626368054002","1776.4374235170828","1776.4374235170828","1776.4374235170828","2283.5136280757797","2283.5136280757797","2283.5136280757797","1164.3364747109183","1164.3364747109183","1164.3364747109183"
"13659","3414.6068933328543","3414.6068933328543","3414.6068933328543","","","","","","","","",""
"13661","1980.474295222779","1980.474295222779","1980.474295222779","2558.8785260546897","2558.8785260546897","2558.8785260546897","1371.2954793914932","1371.2954793914932","1371.2954793914932","1090.7913962333419","1090.7913962333419","1090.7913962333419"
"13663","2656.55950538243","2656.55950538243","2656.55950538243","2809.2548404070376","2809.2548404070376","2809.2548404070376","2263.76391298599","2263.76391298599","2263.76391298599","1868.3925076210116","1868.3925076210116","1868.3925076210116"
"13665","2888.1660518935796","2888.1660518935796","2888.1660518935796","2150.3819423018645","2150.3819423018645","2150.3819423018645","1460.2883396031684","1460.2883396031684","1460.2883396031684","1197.8503568236752","1197.8503568236752","1197.8503568236752"
"13667","2923.131346256266","2923.131346256266","2923.131346256266","1689.1924706633372","1689.1924706633372","1689.1924706633372","2070.409124746678","2070.409124746678","2070.409124746678","962.7350822773647","962.7350822773647","962.7350822773647"
"13669","3627.493461166577","3627.493461166577","3627.493461166577","3483.750060621794","3483.750060621794","3483.750060621794","2420.6821518919423","2420.6821518919423","2420.6821518919423","1288.6274933146558","1288.6274933146558","1288.6274933146558"
"13671","3770.7896923820617","3770.7896923820617","3770.7896923820617","1397.3044941662536","1397.3044941662536","1397.3044941662536","1492.9285930341177","1492.9285930341177","1492.9285930341177","851.7753735284412","851.7753735284412","851.7753735284412"
"13673","3827.752854300384","3827.752854300384","3827.752854300384","1309.8903893521322","1309.8903893521322","1309.8903893521322","2459.693397429604","2459.693397429604","2459.693397429604","1591.332724833935","1591.332724833935","1591.332724833935"
"13675","2506.446424716015","2506.446424716015","2506.446424716015","","","","","","","","",""
"13677","3671.8620137735784","3671.8620137735784","3671.8620137735784","1269.9833578423572","1269.9833578423572","1269.9833578423572","1746.6067130307395","1746.6067130307395","1746.6067130307395","1552.3426593456074","1552.3426593456074","1552.3426593456074"
"13679","2971.3782171044454","2971.3782171044454","2971.3782171044454","1121.6428521836917","1121.6428521836917","1121.6428521836917","1841.5246319336559","1841.5246319336559","1841.5246319336559","2670.799406959939","2670.799406959939","2670.799406959939"
"13681","2152.4402437544004","2152.4402437544004","2152.4402437544004","1671.2716431025908","1671.2716431025908","1671.2716431025908","1335.4217414888471","1335.4217414888471","1335.4217414888471","768.8293765925874","768.8293765925874","768.8293765925874"
"13683","2799.6942600152024","2799.6942600152024","2799.6942600152024","1453.5355551956918","1453.5355551956918","1453.5355551956918","989.6944217903571","989.6944217903571","989.6944217903571","1108.1589007234718","1108.1589007234718","1108.1589007234718"
"13685","2969.205971886916","2969.205971886916","2969.205971886916","2698.5563577828175","2698.5563577828175","2698.5563577828175","2910.9188335186727","2910.9188335186727","2910.9188335186727","977.6991904523716","977.6991904523716","977.6991904523716"
"13687","3479.6386139771203","3479.6386139771203","3479.6386139771203","1408.2212671812267","1408.2212671812267","1408.2212671812267","1163.2675522355823","1163.2675522355823","1163.2675522355823","1544.1608049351266","1544.1608049351266","1544.1608049351266"
"13689","3691.799203453989","3691.799203453989","3691.799203453989","1574.4167917973502","1574.4167917973502","1574.4167917973502","1577.718354229057","1577.718354229057","1577.718354229057","1198.3229804995553","1198.3229804995553","1198.3229804995553"
"13691","2693.393134444283","2693.393134444283","2693.393134444283","3241.63098901975","3241.63098901975","3241.63098901975","2515.570462269498","2515.570462269498","2515.570462269498","1652.0491849257148","1652.0491849257148","1652.0491849257148"
"13693","2721.8668818215883","2721.8668818215883","2721.8668818215883","","","","","","","","",""
"13695","2885.148040487105","2885.148040487105","2885.148040487105","2830.5461541294135","2830.5461541294135","2830.5461541294135","1356.4163710250964","1356.4163710250964","1356.4163710250964","929.0497138885046","929.0497138885046","929.0497138885046"
"13697","2915.800368993139","2915.800368993139","2915.800368993139","","","","","","","","",""
"13699","2566.368288546149","2566.368288546149","2566.368288546149","1427.7671022225816","1427.7671022225816","1427.7671022225816","1815.4330363866034","1815.4330363866034","1815.4330363866034","1196.5876615344043","1196.5876615344043","1196.5876615344043"
"13701","2890.4316811741915","2890.4316811741915","2890.4316811741915","1998.919071963577","1998.919071963577","1998.919071963577","1139.1036685521092","1139.1036685521092","1139.1036685521092","1077.1985340659949","1077.1985340659949","1077.1985340659949"
"13703","2681.633195637569","2681.633195637569","2681.633195637569","","","","","","","","",""
"13705","2533.0392847776016","2533.0392847776016","2533.0392847776016","1063.8756016510051","1063.8756016510051","1063.8756016510051","1710.457412216595","1710.457412216595","1710.457412216595","768.9503205213567","768.9503205213567","768.9503205213567"
"13707","2081.2179236474776","2081.2179236474776","2081.2179236474776","1941.5330212226472","1941.5330212226472","1941.5330212226472","1908.9466938181706","1908.9466938181706","1908.9466938181706","1483.7558609558273","1483.7558609558273","1483.7558609558273"
"13709","3026.809152961706","3026.809152961706","3026.809152961706","1385.9493512073768","1385.9493512073768","1385.9493512073768","1522.5511197534352","1522.5511197534352","1522.5511197534352","2244.0507968756256","2244.0507968756256","2244.0507968756256"
"13711","2420.419824952989","2420.419824952989","2420.419824952989","","","","","","","","",""
"13713","1780.9327537378329","1780.9327537378329","1780.9327537378329","2002.092961335493","2002.092961335493","2002.092961335493","1436.0701975978282","1436.0701975978282","1436.0701975978282","3277.412281979399","3277.412281979399","3277.412281979399"
"13715","2444.50273603839","2444.50273603839","2444.50273603839","2512.04435453884","2512.04435453884","2512.04435453884","1551.9984918699483","1551.9984918699483","1551.9984918699483","1224.3892709154488","1224.3892709154488","1224.3892709154488"
"13717","2018.9398262958323","2018.9398262958323","2018.9398262958323","2376.1774927512165","2376.1774927512165","2376.1774927512165","2823.7063944313268","2823.7063944313268","2823.7063944313268","1423.2121143642448","1423.2121143642448","1423.2121143642448"
"13719","1712.8953052835236","1712.8953052835236","1712.8953052835236","","","","","","","","",""
"13721","3235.273112121133","3235.273112121133","3235.273112121133","","","","","","","","",""
"13723","3320.844831989217","3320.844831989217","3320.844831989217","","","","","","","","",""
"13725","2674.8154282397763","2674.8154282397763","2674.8154282397763","1430.9062687643216","1430.9062687643216","1430.9062687643216","1829.0540828540488","1829.0540828540488","1829.0540828540488","2214.8278183675247","2214.8278183675247","2214.8278183675247"
"13727","3313.396543958265","3313.396543958265","3313.396543958265","1825.9297174656424","1825.9297174656424","1825.9297174656424","1203.2222305989385","1203.2222305989385","1203.2222305989385","946.5178753367195","946.5178753367195","946.5178753367195"
"13729","3959.069392717465","3959.069392717465","3959.069392717465","","","","","","","","",""
"13731","4193.718435108993","4193.718435108993","4193.718435108993","","","","","","","","",""
"13733","2259.0914605063085","2259.0914605063085","2259.0914605063085","1533.6611847084464","1533.6611847084464","1533.6611847084464","2030.4453613237563","2030.4453613237563","2030.4453613237563","1273.0060121357951","1273.0060121357951","1273.0060121357951"
"13735","2395.4576564037034","2395.4576564037034","2395.4576564037034","3371.88564648861","3371.88564648861","3371.88564648861","1683.8150542774963","1683.8150542774963","1683.8150542774963","1768.6702452495012","1768.6702452495012","1768.6702452495012"
"13737","2290.08802674741","2290.08802674741","2290.08802674741","1527.8109716351973","1527.8109716351973","1527.8109716351973","1440.7244881723213","1440.7244881723213","1440.7244881723213","1463.2348443782453","1463.2348443782453","1463.2348443782453"
"13739","2702.183465761623","2702.183465761623","2702.183465761623","","","","","","","","",""
"13741","1723.531228332868","1723.531228332868","1723.531228332868","2248.129378328575","2248.129378328575","2248.129378328575","1762.8466258526896","1762.8466258526896","1762.8466258526896","1310.4504608073362","1310.4504608073362","1310.4504608073362"
"13743","2748.738438415846","2748.738438415846","2748.738438415846","1171.2136786792387","1171.2136786792387","1171.2136786792387","2056.8282575231183","2056.8282575231183","2056.8282575231183","2065.6783042239745","2065.6783042239745","2065.6783042239745"
"13745","3703.55936714013","3703.55936714013","3703.55936714013","","","","","","","","",""
"13747","3141.7735073193357","3141.7735073193357","3141.7735073193357","1039.7391267358373","1039.7391267358373","1039.7391267358373","1259.8377768975677","1259.8377768975677","1259.8377768975677","1026.0358324546635","1026.0358324546635","1026.0358324546635"
"13749","2521.6580071860526","2521.6580071860526","2521.6580071860526","3088.1957953529004","3088.1957953529004","3088.1957953529004","2820.89609358506","2820.89609358506","2820.89609358506","1888.3289984528171","1888.3289984528171","1888.3289984528171"
"13751","2828.0949037752466","2828.0949037752466","2828.0949037752466","","","","","","","","",""
"13753","2265.3065654988964","2265.3065654988964","2265.3065654988964","","","","","","","","",""
"13755","3262.760315846694","3262.760315846694","3262.760315846694","","","","","","","","",""
"13757","2286.387217957387","2286.387217957387","2286.387217957387","1553.4404133101937","1553.4404133101937","1553.4404133101937","2252.1547556434452","2252.1547556434452","2252.1547556434452","1743.5218807094043","1743.5218807094043","1743.5218807094043"
"13759","2898.4652978021663","2898.4652978021663","2898.4652978021663","","","","","","","","",""
"13761","2478.773483919213","2478.773483919213","2478.773483919213","2446.7129825431734","2446.7129825431734","2446.7129825431734","2044.29016995042","2044.29016995042","2044.29016995042","1162.299373065207","1162.299373065207","1162.299373065207"
"13763","1992.7125126791034","1992.7125126791034","1992.7125126791034","811.3317251699517","811.3317251699517","811.3317251699517","2400.2133979895134","2400.2133979895134","2400.2133979895134","1860.4592920384755","1860.4592920384755","1860.4592920384755"
"13765","3957.7062846320027","3957.7062846320027","3957.7062846320027","1655.9100544439154","1655.9100544439154","1655.9100544439154","1696.5979611647945","1696.5979611647945","1696.5979611647945","2424.275915570294","2424.275915570294","2424.275915570294"
"13767","2940.296546356775","2940.296546356775","2940.296546356775","1916.6002188615355","1916.6002188615355","1916.6002188615355","1163.9904777596794","1163.9904777596794","1163.9904777596794","779.9402821930868","779.9402821930868","779.9402821930868"
"13769","2778.375420585316","2778.375420585316","2778.375420585316","","","","","","","","",""
"13771","2471.5346041706553","2471.5346041706553","2471.5346041706553","979.8493385490139","979.8493385490139","979.8493385490139","2106.320058664919","2106.320058664919","2106.320058664919","1036.3632039482468","1036.3632039482468","1036.3632039482468"
"13773","3277.1354945583284","3277.1354945583284","3277.1354945583284","2174.9309062944963","2174.9309062944963","2174.9309062944963","1649.5037517476032","1649.5037517476032","1649.5037517476032","1068.7538199886294","1068.7538199886294","1068.7538199886294"
"13775","3557.32872060725","3557.32872060725","3557.32872060725","1931.3002962519586","1931.3002962519586","1931.3002962519586","1626.0306317844702","1626.0306317844702","1626.0306317844702","1221.9124716308165","1221.9124716308165","1221.9124716308165"
"13777","2644.4360329913175","2644.4360329913175","2644.4360329913175","1195.4995099424261","1195.4995099424261","1195.4995099424261","1918.9995716761914","1918.9995716761914","1918.9995716761914","1283.3330677959034","1283.3330677959034","1283.3330677959034"
"13779","2561.3854007853256","2561.3854007853256","2561.3854007853256","1440.977348052972","1440.977348052972","1440.977348052972","1745.5227705566538","1745.5227705566538","1745.5227705566538","1104.0873017293525","1104.0873017293525","1104.0873017293525"
"13781","2807.9925286218763","2807.9925286218763","2807.9925286218763","1493.3980704764074","1493.3980704764074","1493.3980704764074","2110.0843084698736","2110.0843084698736","2110.0843084698736","723.8106271035889","723.8106271035889","723.8106271035889"
"13783","2797.283228059848","2797.283228059848","2797.283228059848","1398.23870071635","1398.23870071635","1398.23870071635","3911.8741555616034","3911.8741555616034","3911.8741555616034","2323.3887448611576","2323.3887448611576","2323.3887448611576"
"13785","3516.367198165337","3516.367198165337","3516.367198165337","1192.6081332827328","1192.6081332827328","1192.6081332827328","1735.96318661135","1735.96318661135","1735.96318661135","1562.6214695445","1562.6214695445","1562.6214695445"
"13787","2387.6628600491435","2387.6628600491435","2387.6628600491435","2164.7629791962786","2164.7629791962786","2164.7629791962786","1448.1330748165396","1448.1330748165396","1448.1330748165396","1624.8057276798902","1624.8057276798902","1624.8057276798902"
"13789","1665.34689465619","1665.34689465619","1665.34689465619","2078.2120263370193","2078.2120263370193","2078.2120263370193","2218.1663820174485","2218.1663820174485","2218.1663820174485","2177.510784628316","2177.510784628316","2177.510784628316"
"13791","2553.3052198754312","2553.3052198754312","2553.3052198754312","1894.376099516003","1894.376099516003","1894.376099516003","3094.984386293779","3094.984386293779","3094.984386293779","2073.489935757377","2073.489935757377","2073.489935757377"
"13793","2640.6401684568036","2640.6401684568036","2640.6401684568036","2213.375964226946","2213.375964226946","2213.375964226946","1946.3319902906485","1946.3319902906485","1946.3319902906485","1509.4409386228936","1509.4409386228936","1509.4409386228936"
